574.643	568.559	329.434	238.892	3.27067	0.00150202
412.832	414.195	374.936	187.532	4.27755	0.00435798
367.327	374.289	362.587	185.945	4.18668	0.00482495
417.017	423.624	373.693	181.177	4.22807	0.00386804
440.55	425.52	353.87	201.281	4.29949	0.00419988
411.979	400.547	353.88	215.677	4.21731	0.00444721
406.762	409.042	368.703	197.675	4.18282	0.00433458
424.365	405.754	345.372	277.081	4.13953	0.00492803
484.51	455.054	375.535	215.042	4.26151	0.00371574
444.056	438.311	369.256	201.152	4.23188	0.00397246
447.853	446.725	396.217	200.831	4.13837	0.00392328
423.821	432.099	386.282	182.957	4.24564	0.00401665
433.149	413.145	344.577	279.635	4.21338	0.00456929
407.507	421.567	372.892	183.484	4.12324	0.00374848
416.738	399.677	346.09	279.301	4.21201	0.0042561
468.874	440.575	343.703	274.739	4.27522	0.00420646
425.756	437.051	375.454	189.222	4.26898	0.0040197
400.501	403.221	365.514	197.746	4.17797	0.00441695
438.728	434.834	367.046	196.271	4.30231	0.00408678
401.053	407.25	373.806	192.64	4.22128	0.00387705
410.387	420.727	376.81	174.531	4.13763	0.0041498
	315.757	255.799	0.788396	0.000133877
9
