585.169	578.96	332.227	238.976	2.84429	0.0013225
583.806	577.775	332.507	239.021	2.86966	0.00149106
583.058	576.97	332.511	239.341	2.92762	0.00149187
583.99	578.066	333.18	238.837	2.86179	0.0014988
581.908	575.915	332.322	239.013	2.88618	0.00153601
581.082	575.319	332.861	238.977	2.91468	0.00148636
585.284	579.566	334.284	238.459	2.93193	0.00147574
586.043	580.051	333.506	239.409	2.88889	0.00149681
582.91	577.173	333.249	239.349	2.90139	0.00149159
582.168	576.493	333.285	239.147	2.90756	0.00151177
582.425	576.632	333.002	239.191	2.92236	0.00148472
582.368	576.587	333.134	239.186	2.91881	0.00148918
583.023	577.242	333.831	239.461	2.9248	0.00148462
584.206	578.168	332.836	238.846	2.87221	0.00151835
583.358	577.26	332.957	239.552	2.91303	0.00154934
115.594	107.754	320.043	239.993	21.1639	0.0224352
549.288	540.572	308.797	252.739	2.94949	0.00179181
131.45	112.142	323.552	237.136	56.3703	0.00921397
4171.24	905.496	319.999	239.996	64.5107	0.000926248
585.427	579.667	334.313	239.309	2.82979	0.00150241
121.324	119.045	319.805	237.722	21.8252	0.0249998
315.757	255.799	0.788396	0.000133877
9
