837.899	831.621	362.211	248.819	0.269617	0.0670925
838.021	831.716	362.564	248.989	0.268075	0.0670967
837.595	831.282	362.596	248.804	0.267957	0.0671299
837.69	831.378	362.477	248.715	0.267789	0.0671225
837.773	831.473	362.477	248.806	0.267923	0.0671177
837.654	831.346	362.506	248.711	0.267859	0.0671235
837.566	831.267	362.462	248.751	0.26794	0.0671336
837.86	831.558	362.491	248.699	0.267776	0.0671089
837.708	831.402	362.452	248.821	0.267849	0.0671247
837.665	831.362	362.489	248.687	0.26789	0.067123
837.716	831.416	362.511	248.804	0.267925	0.0671212
837.613	831.305	362.414	248.582	0.267902	0.0671239
837.84	831.539	362.374	248.89	0.267753	0.0671111
837.68	831.382	362.662	248.864	0.268052	0.067129
837.549	831.235	362.482	248.862	0.267976	0.0671326
837.65	831.346	362.42	248.752	0.267836	0.0671278
837.805	831.506	362.349	248.773	0.267945	0.0671135
838.026	831.724	362.486	248.863	0.267836	0.0671028
837.619	831.313	362.752	248.829	0.267913	0.0671322
837.656	831.34	362.501	248.74	0.267859	0.0671237
837.709	831.4	362.423	248.712	0.267894	0.0671219
40122
