834.157	827.345	309.917	244.466	0.284296	6.97946e-05
835.431	828.491	311.816	245.522	0.281622	6.4561e-05
835.301	828.375	311.694	245.632	0.281724	6.56929e-05
835.247	828.324	311.816	245.682	0.281738	6.4858e-05
835.304	828.379	311.722	245.692	0.28184	6.52268e-05
835.243	828.318	311.741	245.674	0.281788	6.47295e-05
835.224	828.301	311.74	245.699	0.28178	6.48014e-05
835.242	828.318	311.766	245.713	0.281791	6.49278e-05
835.26	828.332	311.671	245.684	0.281879	6.49668e-05
835.268	828.344	311.825	245.667	0.281888	6.47792e-05
835.296	828.37	311.656	245.681	0.281812	6.54944e-05
835.282	828.359	311.841	245.662	0.281917	6.49356e-05
835.305	828.378	311.645	245.689	0.281831	6.57289e-05
835.312	828.384	311.768	245.642	0.281938	6.48716e-05
835.28	828.354	311.711	245.684	0.281805	6.52325e-05
835.249	828.326	311.802	245.709	0.281765	6.479e-05
835.296	828.369	311.671	245.694	0.28186	6.52855e-05
835.285	828.36	311.789	245.669	0.281925	6.49461e-05
835.318	828.391	311.719	245.69	0.281835	6.53441e-05
835.244	828.319	311.768	245.679	0.281763	6.47036e-05
835.262	828.333	311.717	245.668	0.281834	6.495e-05
835.251	828.328	311.822	245.704	0.281759	6.48766e-05
835.29	828.364	311.689	245.688	0.281877	6.53211e-05
835.272	828.347	311.795	245.695	0.281811	6.4845e-05
835.31	828.382	311.686	245.69	0.281856	6.52537e-05
835.256	828.332	311.807	245.677	0.281801	6.48098e-05
835.317	828.389	311.7	245.702	0.281838	6.54451e-05
835.266	828.338	311.772	245.681	0.281851	6.49695e-05
835.26	828.333	311.68	245.665	0.281843	6.50473e-05
835.271	828.347	311.826	245.683	0.281866	6.4706e-05
835.29	828.364	311.701	245.69	0.281861	6.55353e-05
835.253	828.328	311.801	245.686	0.281845	6.47456e-05
835.314	828.386	311.668	245.695	0.281831	6.5349e-05
835.287	828.362	311.77	245.654	0.281941	6.49386e-05
835.29	828.364	311.731	245.681	0.281808	6.52895e-05
835.225	828.303	311.77	245.697	0.281751	6.48152e-05
835.27	828.342	311.72	245.69	0.281872	6.49956e-05
835.253	828.329	311.828	245.694	0.28176	6.47598e-05
835.291	828.365	311.677	245.697	0.281888	6.53666e-05
835.29	828.364	311.822	245.686	0.281896	6.50378e-05
835.295	828.37	311.717	245.708	0.281867	6.54145e-05
835.24	828.314	311.757	245.68	0.281826	6.50209e-05
835.251	828.323	311.708	245.668	0.28185	6.48409e-05
835.25	828.327	311.833	245.713	0.281778	6.49178e-05
835.295	828.369	311.741	245.697	0.281854	6.52853e-05
835.235	828.309	311.701	245.694	0.281772	6.49767e-05
835.249	828.324	311.751	245.666	0.28181	6.46e-05
835.267	828.342	311.739	245.669	0.28178	6.49245e-05
835.235	828.312	311.752	245.7	0.281771	6.49166e-05
835.258	828.331	311.722	245.671	0.281844	6.49826e-05
835.252	828.329	311.774	245.691	0.28175	6.48036e-05
