827.692	821.364	301.232	243.05	0.414953	0.000119311
827.862	821.382	299.8	244.545	0.410755	0.000123323
827.874	821.39	299.921	244.427	0.411049	0.000123339
827.869	821.381	299.915	244.481	0.410958	0.000123293
827.88	821.392	299.929	244.485	0.410987	0.000123371
827.887	821.397	299.924	244.49	0.411016	0.000123283
827.877	821.387	299.935	244.485	0.411001	0.000123352
827.885	821.395	299.94	244.49	0.411003	0.000123183
827.881	821.391	299.945	244.488	0.411002	0.000123308
827.893	821.402	299.938	244.482	0.411001	0.000123376
827.878	821.388	299.935	244.488	0.411021	0.000123287
827.885	821.395	299.942	244.494	0.410999	0.000123185
827.894	821.403	299.932	244.483	0.410996	0.000123364
827.884	821.394	299.933	244.488	0.411008	0.000123318
827.887	821.396	299.935	244.492	0.410985	0.000123211
827.886	821.395	299.937	244.486	0.410984	0.000123259
827.88	821.39	299.937	244.488	0.411008	0.00012329
827.88	821.39	299.944	244.495	0.410993	0.000123203
827.894	821.403	299.937	244.485	0.410991	0.000123324
827.878	821.388	299.938	244.483	0.411008	0.000123308
827.877	821.387	299.942	244.492	0.41101	0.000123235
827.892	821.401	299.936	244.478	0.410985	0.000123322
827.881	821.392	299.932	244.485	0.411019	0.000123314
827.888	821.397	299.933	244.49	0.411012	0.000123284
827.887	821.396	299.94	244.489	0.410987	0.00012324
827.889	821.399	299.939	244.489	0.411	0.000123269
827.891	821.4	299.932	244.483	0.411	0.000123294
827.879	821.389	299.941	244.487	0.411001	0.000123187
827.894	821.403	299.936	244.484	0.410999	0.00012335
827.877	821.387	299.935	244.49	0.411007	0.000123201
827.887	821.396	299.94	244.486	0.410992	0.000123325
827.889	821.398	299.935	244.492	0.411007	0.000123189
827.887	821.396	299.937	244.485	0.410986	0.00012326
827.888	821.397	299.928	244.488	0.411005	0.000123253
827.881	821.391	299.943	244.487	0.411005	0.000123333
827.895	821.404	299.935	244.483	0.411006	0.00012332
827.884	821.394	299.94	244.494	0.410999	0.000123192
827.884	821.394	299.941	244.486	0.410994	0.000123376
827.894	821.403	299.934	244.481	0.411001	0.000123333
827.876	821.387	299.941	244.494	0.411013	0.000123194
827.896	821.405	299.931	244.485	0.410988	0.000123366
827.886	821.396	299.935	244.488	0.411008	0.000123274
827.877	821.387	299.939	244.493	0.410984	0.000123222
827.897	821.406	299.931	244.475	0.410984	0.000123374
827.873	821.384	299.939	244.484	0.411029	0.000123334
827.874	821.384	299.939	244.487	0.411019	0.000123304
827.888	821.397	299.937	244.493	0.411007	0.000123169
827.881	821.391	299.935	244.486	0.410992	0.000123333
827.888	821.397	299.939	244.49	0.411011	0.000123321
827.881	821.391	299.945	244.493	0.411	0.000123271
827.894	821.403	299.937	244.484	0.410995	0.000123323
